bin.2,NODE_23_length_35019_cov_8.905989
bin.2,NODE_184_length_17084_cov_8.280580
bin.2,NODE_269_length_14873_cov_6.598596
bin.2,NODE_296_length_14302_cov_7.792307
bin.2,NODE_316_length_13905_cov_8.964621
bin.2,NODE_380_length_12920_cov_8.607462
bin.2,NODE_392_length_12761_cov_9.695656
bin.2,NODE_436_length_12193_cov_8.177789
bin.2,NODE_482_length_11750_cov_7.807097
bin.2,NODE_487_length_11705_cov_5.897597
bin.2,NODE_507_length_11500_cov_8.445872
bin.2,NODE_556_length_11091_cov_8.700888
bin.2,NODE_557_length_11084_cov_8.036359
bin.2,NODE_591_length_10929_cov_9.115781
bin.2,NODE_626_length_10750_cov_7.436279
bin.2,NODE_635_length_10708_cov_8.171783
bin.2,NODE_658_length_10543_cov_9.130339
bin.2,NODE_716_length_10131_cov_7.384875
bin.2,NODE_782_length_9766_cov_7.255895
bin.2,NODE_815_length_9598_cov_6.930630
bin.2,NODE_839_length_9429_cov_7.213463
bin.2,NODE_855_length_9378_cov_7.126032
bin.2,NODE_917_length_9081_cov_8.318967
bin.2,NODE_950_length_8960_cov_8.968332
bin.2,NODE_951_length_8955_cov_8.916629
bin.2,NODE_955_length_8930_cov_7.848563
bin.2,NODE_984_length_8825_cov_6.467161
bin.2,NODE_993_length_8781_cov_7.393766
bin.2,NODE_1073_length_8510_cov_7.273448
bin.2,NODE_1161_length_8206_cov_6.562262
bin.2,NODE_1169_length_8193_cov_8.670066
bin.2,NODE_1252_length_7964_cov_6.702238
bin.2,NODE_1275_length_7916_cov_8.801425
bin.2,NODE_1277_length_7915_cov_20.254453
bin.2,NODE_1296_length_7873_cov_17.178818
bin.2,NODE_1339_length_7740_cov_8.962655
bin.2,NODE_1343_length_7736_cov_8.372868
bin.2,NODE_1370_length_7673_cov_8.007614
bin.2,NODE_1402_length_7608_cov_7.786972
bin.2,NODE_1488_length_7386_cov_5.928113
bin.2,NODE_1500_length_7351_cov_7.430510
bin.2,NODE_1533_length_7249_cov_8.583820
bin.2,NODE_1562_length_7185_cov_6.900982
bin.2,NODE_1565_length_7182_cov_7.235583
bin.2,NODE_1568_length_7170_cov_7.764441
bin.2,NODE_1598_length_7090_cov_9.521819
bin.2,NODE_1610_length_7067_cov_7.590559
bin.2,NODE_1668_length_6951_cov_16.173434
bin.2,NODE_1688_length_6927_cov_8.725698
bin.2,NODE_1703_length_6912_cov_7.922707
bin.2,NODE_1710_length_6897_cov_9.268781
bin.2,NODE_1824_length_6686_cov_10.025185
bin.2,NODE_1832_length_6668_cov_8.049146
bin.2,NODE_1916_length_6538_cov_6.363412
bin.2,NODE_1938_length_6499_cov_5.975791
bin.2,NODE_2047_length_6352_cov_9.364142
bin.2,NODE_2072_length_6318_cov_7.004790
bin.2,NODE_2101_length_6275_cov_6.672830
bin.2,NODE_2234_length_6114_cov_6.690708
bin.2,NODE_2286_length_6058_cov_8.439947
bin.2,NODE_2295_length_6048_cov_7.157851
bin.2,NODE_2395_length_5931_cov_6.718346
bin.2,NODE_2407_length_5914_cov_6.498208
bin.2,NODE_2478_length_5850_cov_7.966695
bin.2,NODE_2511_length_5819_cov_6.644865
bin.2,NODE_2572_length_5766_cov_7.548065
bin.2,NODE_2654_length_5701_cov_8.564470
bin.2,NODE_2660_length_5697_cov_6.326657
bin.2,NODE_2690_length_5663_cov_5.656205
bin.2,NODE_2697_length_5657_cov_5.587112
bin.2,NODE_2747_length_5619_cov_7.399353
bin.2,NODE_2930_length_5483_cov_7.128592
bin.2,NODE_3089_length_5348_cov_7.815983
bin.2,NODE_3150_length_5305_cov_7.650667
bin.2,NODE_3218_length_5260_cov_8.232085
bin.2,NODE_3227_length_5255_cov_9.406923
bin.2,NODE_3294_length_5210_cov_6.984287
bin.2,NODE_3306_length_5203_cov_11.364802
bin.2,NODE_3369_length_5167_cov_6.575704
bin.2,NODE_3396_length_5154_cov_8.245734
bin.2,NODE_3453_length_5114_cov_8.283455
bin.2,NODE_3456_length_5112_cov_7.743326
bin.2,NODE_3483_length_5098_cov_6.296847
bin.2,NODE_3488_length_5095_cov_6.658333
bin.2,NODE_3549_length_5063_cov_8.887380
bin.2,NODE_3596_length_5031_cov_6.373593
bin.2,NODE_3653_length_5002_cov_7.594097
bin.2,NODE_3757_length_4939_cov_6.102989
bin.2,NODE_3772_length_4928_cov_10.041453
bin.2,NODE_3958_length_4818_cov_8.228427
bin.2,NODE_4035_length_4781_cov_8.881507
bin.2,NODE_4046_length_4776_cov_6.495022
bin.2,NODE_4057_length_4771_cov_9.461620
bin.2,NODE_4058_length_4771_cov_7.923876
bin.2,NODE_4280_length_4661_cov_8.988493
bin.2,NODE_4332_length_4639_cov_6.986475
bin.2,NODE_4376_length_4612_cov_8.276498
bin.2,NODE_4569_length_4532_cov_8.027697
bin.2,NODE_4634_length_4504_cov_9.834345
bin.2,NODE_4675_length_4491_cov_7.323715
bin.2,NODE_4713_length_4479_cov_9.805606
bin.2,NODE_4814_length_4438_cov_8.308465
bin.2,NODE_4820_length_4436_cov_7.185574
bin.2,NODE_4827_length_4434_cov_7.450559
bin.2,NODE_4850_length_4424_cov_6.919432
bin.2,NODE_4916_length_4395_cov_8.122581
bin.2,NODE_5014_length_4360_cov_9.632056
bin.2,NODE_5090_length_4334_cov_6.781725
bin.2,NODE_5242_length_4278_cov_5.434052
bin.2,NODE_5460_length_4202_cov_6.557753
bin.2,NODE_5504_length_4187_cov_8.587851
bin.2,NODE_5529_length_4178_cov_6.540626
bin.2,NODE_5617_length_4152_cov_6.725409
bin.2,NODE_5685_length_4131_cov_7.561335
bin.2,NODE_6024_length_4031_cov_11.387827
bin.2,NODE_6028_length_4030_cov_19.208553
bin.2,NODE_6191_length_3987_cov_7.276704
bin.2,NODE_6205_length_3981_cov_17.390474
bin.2,NODE_6288_length_3961_cov_6.826677
bin.2,NODE_6304_length_3956_cov_6.266855
bin.2,NODE_6307_length_3955_cov_8.452051
bin.2,NODE_6388_length_3932_cov_6.302554
bin.2,NODE_6446_length_3919_cov_6.874482
bin.2,NODE_6501_length_3903_cov_7.163981
bin.2,NODE_6810_length_3822_cov_5.968675
bin.2,NODE_6837_length_3816_cov_4.775060
bin.2,NODE_6905_length_3800_cov_6.527904
bin.2,NODE_7128_length_3745_cov_9.048509
bin.2,NODE_7260_length_3710_cov_6.193434
bin.2,NODE_7330_length_3691_cov_8.749725
bin.2,NODE_7589_length_3634_cov_7.141380
bin.2,NODE_7634_length_3624_cov_6.584477
bin.2,NODE_7648_length_3622_cov_9.503785
bin.2,NODE_7653_length_3620_cov_8.845442
bin.2,NODE_7894_length_3576_cov_6.046578
bin.2,NODE_7971_length_3563_cov_8.227480
bin.2,NODE_8073_length_3543_cov_8.015482
bin.2,NODE_8074_length_3543_cov_7.026950
bin.2,NODE_8195_length_3521_cov_6.839585
bin.2,NODE_8361_length_3491_cov_4.399884
bin.2,NODE_8482_length_3468_cov_7.280984
bin.2,NODE_8608_length_3447_cov_8.952830
bin.2,NODE_8764_length_3417_cov_6.199286
bin.2,NODE_8894_length_3393_cov_6.846615
bin.2,NODE_9215_length_3339_cov_6.619976
bin.2,NODE_9254_length_3333_cov_7.423734
bin.2,NODE_9257_length_3332_cov_8.867562
bin.2,NODE_9922_length_3237_cov_7.034569
bin.2,NODE_9934_length_3236_cov_4.824269
bin.2,NODE_10240_length_3193_cov_24.539516
bin.2,NODE_10302_length_3186_cov_8.272756
